"id","date","elapsed.time","exper","time","temp.air","pres.amb","mass.init","vol","mass.final","notes","date.time.e","etime","date.time","start.time","mass.drift","mass.init.orig","mass.final.orig","descrip","mass.tot","mass.vent","mass.leak","cmass.tot","cmass.vent","cmass.leak"
"D1","19.10.2018",21.8006944444444,"IIS-BMP2","10.48",20.5,1017.29,468.37,107,468.23,NA,2022-10-20 10:48:00,21.8006944444423,2018-10-19 10:48:00,2018-09-27 15:35:00,0.0200000000000387,468.35,468.21,"LB",0.139999999999986,0.140000000000043,-5.6843418860808e-14,2.91999999999996,2.90999999999997,0.00999999999999091
"D1","25.10.2018",27.9395833333333,"IIS-BMP2","14.08",20.6,997.15,468.16,60,468.09,NA,2022-10-26 14:08:00,27.9395833333474,2018-10-25 14:08:00,2018-09-27 15:35:00,0.0200000000000387,468.14,468.07,"LB",0.139999999999986,0.0699999999999932,0.0699999999999932,3.05999999999995,2.97999999999996,0.0799999999999841
"D1","27.09.2018",0,"IIS-BMP2","15.35",20.8,1007.24,471.15,0,471.15,NA,2022-09-28 15:35:00,0,2018-09-27 15:35:00,2018-09-27 15:35:00,0,471.15,471.15,"LB",0,0,0,0,0,0
"D1","28.09.2018",0.725694444444444,"IIS-BMP2","09.00",20.3,1011.22,471.15,144,470.98,"Final mass measured after D3 (3 bottles later)",2022-09-29 09:00:00,0.725694444445253,2018-09-28 09:00:00,2018-09-27 15:35:00,0.0100000000000477,471.14,470.97,"LB",0.169999999999902,0.169999999999959,-5.6843418860808e-14,0.169999999999902,0.169999999999959,-5.6843418860808e-14
"D1","29.09.2018",1.60416666666667,"IIS-BMP2","06.05",19,1000,470.99,143,470.83,"Pressure not measured.",2022-09-30 06:05:00,1.60416666664241,2018-09-29 06:05:00,2018-09-27 15:35:00,0.0300000000000296,470.96,470.8,"LB",0.150000000000034,0.159999999999968,-0.00999999999993406,0.319999999999936,0.329999999999927,-0.00999999999999091
"D1","29.10.2018",31.7576388888889,"IIS-BMP2","09.46",20,1010.42,468.07,46,468.01,NA,2022-10-30 09:46:00,31.7576388889429,2018-10-29 09:46:00,2018-09-27 15:35:00,0.0300000000000296,468.04,467.98,"LB",0.0799999999999841,0.0600000000000023,0.0199999999999818,3.13999999999993,3.03999999999996,0.0999999999999659
"D1","30.09.2018",2.97708333333333,"IIS-BMP2","15.02",20.3,1002.34,470.84,260,470.54,NA,2022-10-01 15:02:00,2.97708333334594,2018-09-30 15:02:00,2018-09-27 15:35:00,0.0300000000000296,470.81,470.51,"LB",0.29000000000002,0.300000000000011,-0.00999999999999091,0.609999999999957,0.629999999999939,-0.0199999999999818
"D2","01.10.2018",3.71875,"IIS-BMP2","08.50",20.3,1000.62,471.45,171,471.23,NA,2022-10-02 08:50:00,3.71875000004366,2018-10-01 08:50:00,2018-09-27 15:35:00,0.0200000000000387,471.43,471.21,"LB",0.230000000000018,0.220000000000027,0.00999999999999091,0.870000000000005,0.879999999999995,-0.00999999999999091
"D2","03.10.2018",5.68888888888889,"IIS-BMP2","08.07",20,1002.27,471.25,384,470.8,NA,2022-10-04 08:07:00,5.68888888884248,2018-10-03 08:07:00,2018-09-27 15:35:00,0.0200000000000387,471.23,470.78,"LB",0.430000000000007,0.450000000000045,-0.0200000000000387,1.30000000000001,1.33000000000004,-0.0300000000000296
"D2","04.02.2019",129.899305555556,"IIS-BMP2","13.10",22.1,1009.4,468.64,135,468.5,NA,2023-02-04 13:10:00,128.899305555555,2019-02-04 13:10:00,2018-09-27 15:35:00,0.0900000000000318,468.55,468.41,"LB",0.159999999999968,0.139999999999986,0.0199999999999818,3.59999999999997,3.47999999999996,0.120000000000005
