"method","descrip","elapsed.time","mean","se","sd","n","rsd"
"gd07","Sludge C3",5.14513888888889,160.670173179177,2.44815505542528,4.24032894080319,3,2.63915128545634
"gd07","Sludge C3",5.93194444444444,189.78949144028,5.05503434880956,8.75557632614401,3,4.61330933535859
"gd07","Sludge C3",7.13194444444444,196.948538113107,8.67577105190479,15.0268762567344,3,7.62984909697804
"gd07","Sludge C3",8.19375,207.542868022254,9.42472697138389,16.3241059619016,3,7.86541407925
"gd07","Sludge C3",11.9569444444444,214.190433623227,7.84186122384255,13.5825020655996,3,6.34132058833774
"gd07","Sludge C3",20.9194444444444,220.353353532847,6.99466351817246,12.1151125953232,3,5.49803867337887
"gd07","Sludge C3",30.96875,226.435132971113,6.04588880805447,10.4717865924624,3,4.62462978030812
"gd07","Sludge C3",50.8645833333333,229.547052748569,5.86012952073925,10.1500420688546,3,4.42176971880895
"gd07","Sludge C3",60.9166666666667,233.020426492434,8.280756343283,14.3426907116644,3,6.15512164644078
"gd07","Sludge C4",0,0,0,0,3,NA
"gd07","Sludge C4",0.874305555555556,16.1715674812552,1.03706545891522,1.7962500656159,3,11.1074579981066
"gd07","Sludge C4",2.01388888888889,45.7909652945598,1.15407475612945,1.99891611334887,3,4.365306781568
"gd07","Sludge C4",2.85,73.6312657418022,1.25962210621024,2.18172948629306,3,2.96304764601437
"gd07","Sludge C4",4.15138888888889,124.054829209822,1.85629206992687,3.21519217880055,3,2.59175092116929
"gd07","Sludge C4",5.14513888888889,164.868882454308,3.46021777745401,5.99327299580341,3,3.63517536273979
"gd07","Sludge C4",5.93194444444444,200.478753805896,4.97240768331418,8.61246274344602,3,4.29594786477205
"gd07","Sludge C4",7.13194444444444,225.858386455059,5.00915428145356,8.67610971842874,3,3.8413936513954
"gd07","Sludge C4",9.11111111111111,241.354964563622,7.42319520028459,12.8573512413943,3,5.32715424546616
"gd07","Sludge C4",11.9569444444444,249.546869624349,9.35663346160775,16.2061645433037,3,6.49423676109396
"gd07","Sludge C4",16.1291666666667,257.941534489301,12.6192778721686,21.8572304294257,3,8.47371497293016
"gd07","Sludge C4",20.9194444444444,265.501252078328,16.1153633503345,27.9126281052128,3,10.5131813453663
"gd07","Sludge C4",30.96875,275.266764238773,20.6190089899328,35.713171172283,3,12.9740222256925
"gd07","Sludge C4",41.8819444444444,276.434319856358,20.6723774098069,35.8056079870247,3,12.9526637667965
"gd07","Sludge C4",50.8645833333333,281.365577371655,23.1556156605108,40.1067028045423,3,14.2543033085975
"gd07","Sludge C4",60.9166666666667,282.755820302436,24.5918318162352,42.5943021569082,3,15.0639877585364
"gd07","Sludge C5",0,0,0,0,3,NA
"gd07","Sludge C5",0.874305555555556,17.6926701043326,1.04143807185249,1.80382365338508,3,10.1953161549277
"gd07","Sludge C5",2.01388888888889,44.9267008018485,0.885801147856232,1.53425259348982,3,3.41501282334691
"gd07","Sludge C5",2.85,71.0960125340176,1.36973552052634,2.37245151448342,3,3.33696845986723
"gd07","Sludge C5",4.15138888888889,118.315328911355,3.06052276619743,5.30098092877519,3,4.48038388394021
