"id","elapsed.time","date","day","time.orig","time","vol","pres.init","pres.resid","mass.init","mass.final","notes","date.time","start.time","mass.tot","mass.vent","mass.leak","cmass.tot","cmass.vent","cmass.leak","temperature","pressure","vBg","cvBg","xCH4","vCH4","cvCH4","rvBg","rvCH4","method"
"B2",5.14513888888889,"19022017",5,1638,"1559",228,109,0.4,386.44,386.26,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,0.180000000000007,0.180000000000007,0,1.13999999999999,1.13999999999999,0,20,101.325,207.526526423837,966.636715184716,0.897188558601607,186.190425113801,626.794498502227,208.831724703233,187.361434076781,"gd"
"B2",5.93194444444444,"20022017",6,1126,"1052",118,55.3,0.4,386.24,386.11,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,0.149999999999977,0.129999999999995,0.0199999999999818,1.28999999999996,1.26999999999998,0.0199999999999818,20,101.325,107.404079464968,1074.04079464968,0.623682397454804,66.9860337771378,693.780532279365,136.506508763949,85.1367066540851,"gd"
"B2",7.13194444444444,"21022017",7,1609,"1540",83,39.7,0.2,386.11,386.03,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,0.0800000000000409,0.0800000000000409,0,1.37,1.35000000000002,0.0199999999999818,20,101.325,75.5469372507829,1149.58773190047,0.74442995396754,56.239403019989,750.019935299354,62.9557810423191,46.8661691833241,"gd"
"B2",9.11111111111111,"23022017",9,1534,"1510",100,47.7,0.2,386.05,385.95,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,0.0799999999999841,0.100000000000023,-0.0200000000000387,1.44999999999999,1.45000000000005,-5.6843418860808e-14,20,101.325,91.0204063262445,1240.60813822671,0.712767261370978,64.8763657460309,814.896301045385,45.9892579332604,32.7796374295735,"gd"
"B2",15.2194444444444,"01032017",15,1754,"1746",162,76.7,0.1,385.93,385.77,NA,2017-03-01 17:46:00,2017-02-14 12:30:00,0.180000000000007,0.160000000000025,0.0199999999999818,1.63,1.61000000000007,0.019999999999925,20,101.325,147.453058248516,1388.06119647523,0.723582090529618,106.694392142447,921.590693187832,24.139654829225,17.467021905994,"gd"
"B2",20.9194444444444,"07032017",21,1108,"1034",117,55.9,0.2,385.75,385.65,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,0.120000000000005,0.100000000000023,0.0199999999999818,1.75,1.71000000000009,0.0399999999999068,20,101.325,106.493875401706,1494.55507187693,0.840049481468095,89.4601248107311,1011.05081799856,18.683136035387,15.6947587387248,"gd"
"B2",30.96875,"17032017",31,1228,"1145",121,51.3,0.2,385.63,385.5,NA,2017-03-17 11:45:00,2017-02-14 12:30:00,0.149999999999977,0.129999999999995,0.0199999999999818,1.89999999999998,1.84000000000009,0.0599999999998886,20,101.325,110.134691654756,1604.68976353169,0.647610150159623,71.3243442003202,1082.37516219888,10.9594330718574,7.0974400973299,"gd"
"B2",50.8645833333333,"06042017",51,945,"0915",135,66.3,0.1,385.5,385.36,NA,2017-04-06 09:15:00,2017-02-14 12:30:00,0.139999999999986,0.139999999999986,0,2.03999999999996,1.98000000000008,0.0599999999998886,20,101.325,122.87754854043,1727.56731207212,0.680322773895537,83.5963946725088,1165.97155687139,6.17604432454517,4.20170360657636,"gd"
"B2",60.9166666666667,"16042017",61,1103,"1030",65,31.9,0.2,385.3,385.21,NA,2017-04-16 10:30:00,2017-02-14 12:30:00,0.150000000000034,0.0900000000000318,0.0600000000000023,2.19,2.07000000000011,0.119999999999891,20,101.325,59.1632641120589,1786.73057618418,0.375843737584337,22.2361423115655,1188.20769918296,5.88567187021519,2.21209291389667,"gd"
"B3",0,"14022017",0,1230,"1230",0,0,0,385.45,385.45,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,0,0,0,0,0,20,101.325,0,0,0,0,0,NA,NA,"gd"
"B3",0.874305555555556,"15022017",1,1023,"0929",179,86.2,0.3,385.44,385.22,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.229999999999961,0.21999999999997,0.00999999999999091,0.229999999999961,0.21999999999997,0.00999999999999091,20,101.325,162.926527323978,162.926527323978,0.512118950557738,83.4377621911721,83.4377621911721,186.34964205443,95.433183125725,"gd"
"B3",2.01388888888889,"16022017",2,1331,"1250",218,104.2,0.3,385.23,384.97,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,0.25,0.259999999999991,-0.00999999999999091,0.479999999999961,0.479999999999961,0,20,101.325,198.424485791213,361.351013115191,0.543996395327745,107.942205015181,191.379967206353,174.120206910022,94.7207649127733,"gd"
"B3",2.85,"17022017",3,937,"0854",169,81.1,0.2,384.98,384.78,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,0.190000000000055,0.200000000000045,-0.00999999999999091,0.670000000000016,0.680000000000007,-0.00999999999999091,20,101.325,153.824486691353,515.175499806544,0.552080657718961,84.9235237858438,276.303490992197,183.976130262083,101.56966299968,"gd"
"B3",4.15138888888889,"18022017",4,1650,"1608",261,123.4,0.4,384.78,384.51,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,0.269999999999982,0.269999999999982,0,0.939999999999998,0.949999999999989,-0.00999999999999091,20,101.325,237.563260511498,752.738760318042,0.682560324755905,162.1512562448,438.454747236997,182.545941908515,124.598617391949,"gd"
