"id","date","day","time.orig","time","vol","pres.init","pres.resid","mass.init","mass.final","notes","date.time","start.time","time.d","temp.vol","temp.grav","pres.vol","pres.grav","mass.tot","mass.vent","mass.leak","cmass.tot","cmass.leak","cmass.vent","vBg","cvBg","xCH4","xCH4.lim.flag","vCH4","cvCH4","rvBg","rvCH4","method"
"C6-2","20022017",6,1117,"1052",178,86.3,0.2,392.59,392.42,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,5.93194444444444,20,30,101.325,150,0.169999999999959,0.169999999999959,0,1.31,0.00999999999999091,1.30000000000001,162.016323260715,1110.44895718018,0.669096109654596,"",108.404491594286,742.997077219263,205.916597965957,137.777994612332,"gdt"
"C6-2","21022017",7,1601,"1540",134,66.1,0.5,392.43,392.31,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,7.13194444444444,20,30,101.325,150,0.110000000000014,0.120000000000005,-0.00999999999999091,1.42000000000002,0,1.42000000000002,121.967344477168,1232.41630165735,0.669096109654596,"",81.6078756945748,824.604952913838,101.639453730973,68.0065630788123,"gdt"
"C6-2","23022017",9,1527,"1510",98,48.2,0.1,392.31,392.22,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,9.11111111111111,20,30,101.325,150,0.089999999999975,0.089999999999975,0,1.50999999999999,0,1.50999999999999,89.1999981997196,1321.61629985707,0.669096109654596,"",59.6833717766293,884.288324690467,45.0694727745952,30.1558088976654,"gdt"
"C6-2","01032017",15,1746,"1746",129,63.2,0.3,392.2,392.08,NA,2017-03-01 17:46:00,2017-02-14 12:30:00,15.2194444444444,20,30,101.325,150,0.140000000000043,0.120000000000005,0.0200000000000387,1.65000000000003,0.0200000000000387,1.63,117.416324160855,1439.03262401792,0.669096109654596,"",78.5628057059712,962.851130396438,19.2223177343829,12.8615780146201,"gdt"
"C6-2","07032017",21,1059,"1034",89,43.6,0.2,392.07,391.97,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,20,30,101.325,150,0.109999999999957,0.0999999999999659,0.00999999999999091,1.75999999999999,0.0300000000000296,1.72999999999996,81.0081616303576,1520.04078564828,0.669096109654596,"",54.202245797143,1017.05337619358,14.2119581807645,9.50916592932333,"gdt"
"C6-3","14022017",0,1230,"1230",0,0,0,396.75,396.75,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,20,30,101.325,150,0,0,0,0,0,0,0,0,0.642683243768357,"",0,0,NA,NA,"gdt"
"C6-3","15022017",1,1009,"0929",187,91.6,0.2,396.74,396.51,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,20,30,101.325,150,0.240000000000009,0.230000000000018,0.00999999999999091,0.240000000000009,0.00999999999999091,0.230000000000018,170.208159830077,170.208159830077,0.642683243768357,"",109.389932275437,109.389932275437,194.678117676975,125.116364159356,"gdt"
"C6-3","16022017",2,1320,"1250",206,102.9,0.4,396.52,396.28,NA,2017-02-16 12:50:00,2017-02-14 12:30:00,2.01388888888889,20,30,101.325,150,0.230000000000018,0.240000000000009,-0.00999999999999091,0.470000000000027,0,0.470000000000027,187.502037032064,357.710196862141,0.642683243768357,"",120.504417372941,229.894349648378,164.535608364517,105.744278499108,"gdt"
"C6-3","17022017",3,926,"0854",181,83.2,0.2,396.28,396.07,NA,2017-02-17 08:54:00,2017-02-14 12:30:00,2.85,20,30,101.325,150,0.20999999999998,0.20999999999998,0,0.680000000000007,0,0.680000000000007,164.746935450502,522.457132312643,0.642683243768357,"",105.880094876225,335.774444524603,197.039524126847,126.634000516415,"gdt"
"C6-3","18022017",4,1637,"1608",253,124.8,0.5,396.07,395.8,NA,2017-02-18 16:08:00,2017-02-14 12:30:00,4.15138888888889,20,30,101.325,150,0.269999999999982,0.269999999999982,0,0.949999999999989,0,0.949999999999989,230.281628005398,752.738760318042,0.642683243768357,"",147.998143666768,483.772588191371,176.95066399561,113.723226723664,"gdt"
"C6-3","19022017",5,1628,"1559",216,106.8,0.5,395.81,395.6,NA,2017-02-19 15:59:00,2017-02-14 12:30:00,5.14513888888889,20,30,101.325,150,0.199999999999989,0.20999999999998,-0.00999999999999091,1.14999999999998,-0.00999999999999091,1.15999999999997,196.604077664688,949.34283798273,0.642683243768357,"",126.354146371628,610.126734562999,197.840581297799,127.148826537487,"gdt"
"C6-3","20022017",6,1117,"1052",177,86.5,0.3,395.6,395.43,NA,2017-02-20 10:52:00,2017-02-14 12:30:00,5.93194444444444,20,30,101.325,150,0.170000000000016,0.170000000000016,0,1.31999999999999,-0.00999999999999091,1.32999999999998,161.106119197453,1110.44895718018,0.642683243768357,"",103.540203276751,713.666937839749,204.759763145924,131.595668771863,"gdt"
"C6-3","21022017",7,1601,"1540",139,68.5,0.1,395.44,395.31,NA,2017-02-21 15:40:00,2017-02-14 12:30:00,7.13194444444444,20,30,101.325,150,0.120000000000005,0.129999999999995,-0.00999999999999091,1.44,-0.0199999999999818,1.45999999999998,126.51836479348,1236.96732197366,0.642683243768357,"",81.3112330817419,794.978170921491,105.431970661233,67.7593609014516,"gdt"
"C6-3","23022017",9,1527,"1510",92,45.2,0.1,395.32,395.22,NA,2017-02-23 15:10:00,2017-02-14 12:30:00,9.11111111111111,20,30,101.325,150,0.089999999999975,0.0999999999999659,-0.00999999999999091,1.52999999999997,-0.0299999999999727,1.55999999999995,83.7387738201449,1320.70609579381,0.642683243768357,"",53.8175067879155,848.795677709407,42.3101172985995,27.1920034296836,"gdt"
"C6-3","01032017",15,1746,"1746",120,58.9,0.1,395.19,395.08,NA,2017-03-01 17:46:00,2017-02-14 12:30:00,15.2194444444444,20,30,101.325,150,0.140000000000043,0.110000000000014,0.0300000000000296,1.67000000000002,5.6843418860808e-14,1.66999999999996,109.224487591493,1429.9305833853,0.642683243768357,"",70.1967479842376,918.992425693644,17.8812257994259,11.4919641993295,"gdt"
"C6-3","07032017",21,1059,"1034",71,35.2,0.3,395.04,394.97,NA,2017-03-07 10:34:00,2017-02-14 12:30:00,20.9194444444444,20,30,101.325,150,0.109999999999957,0.0699999999999932,0.0399999999999636,1.77999999999997,0.0400000000000205,1.73999999999995,64.6244884916336,1494.55507187693,0.642683243768357,"",41.5330758906739,960.525501584318,11.3376295599357,7.2865045422235,"gdt"
"E1","14022017",0,1230,"1230",0,0,0,357.05,357.05,NA,2017-02-14 12:30:00,2017-02-14 12:30:00,0,20,30,101.325,150,0,0,0,0,0,0,0,0,0.682613400728654,"",0,0,NA,NA,"gdt"
"E1","15022017",1,1034,"0929",74,32.4,0.1,357.03,356.96,NA,2017-02-15 09:29:00,2017-02-14 12:30:00,0.874305555555556,20,30,101.325,150,0.0900000000000318,0.0699999999999932,0.0200000000000387,0.0900000000000318,0.0200000000000387,0.0699999999999932,67.3551006814209,67.3551006814209,0.682613400728654,"",45.9774943325656,45.9774943325656,77.0383995085354,52.587443875214,"gdt"
