"exper","id","date","time.orig","time","sheet.order","mass.init","pres.init","vol","mass.final","notes","inject.date.time","xCH4","xCH4.oa","date.time","start.time","elapsed.time","id.exper"
"1","C1","07122016",1255,"1151",160,1020.9,0.377,223,1020.7,NA,"08-12-2016 14:53:19",0.6492,0.6491,2016-12-07 11:51:00,2016-11-15 14:40:00,21.8826388888889,"C1-E1"
"1","C1","15112016",1440,"1440",8,1023.9,0,0,1023.9,NA,NA,NA,NA,2016-11-15 14:40:00,2016-11-15 14:40:00,0,"C1-E1"
"1","C1","16112016",1503,"1426",27,NA,0.874,580,1023.2,NA,"22-11-2016 15:33:34",0.6598,0.6539,2016-11-16 14:26:00,2016-11-15 14:40:00,0.990277777777778,"C1-E1"
"1","C1","16122016",1123,"1053",178,1020.7,0.276,164,1020.5,NA,"02-01-2017 13:34:25",0.6436,0.6403,2016-12-16 10:53:00,2016-11-15 14:40:00,30.8423611111111,"C1-E1"
"1","C1","17112016",2239,"2127",45,1023.4,1.072,730,1022.6,NA,"22-11-2016 20:10:29",0.6739,0.6681,2016-11-17 21:27:00,2016-11-15 14:40:00,2.28263888888889,"C1-E1"
"1","C1","18112016",1654,"1628",70,1022.6,0.589,382,1022.1,NA,"24-11-2016 09:52:51",0.6588,0.6521,2016-11-18 16:28:00,2016-11-15 14:40:00,3.075,"C1-E1"
"1","C1","19112016",1857,"1842",81,1022.1,0.494,319,1021.8,NA,"23-11-2016 11:24:40",0.6595,0.6535,2016-11-19 18:42:00,2016-11-15 14:40:00,4.16805555555556,"C1-E1"
"1","C1","21112016",941,"0915",103,1021.8,0.413,262,1021.5,NA,"24-11-2016 14:40:39",0.662,0.6553,2016-11-21 09:15:00,2016-11-15 14:40:00,5.77430555555556,"C1-E1"
"1","C1","24112016",1100,"1059",111,1021.4,0.376,226,1021.2,NA,"25-11-2016 15:20:00",0.6567,0.654,2016-11-24 10:59:00,2016-11-15 14:40:00,8.84652777777778,"C1-E1"
"1","C1","29112016",916,"0916",128,1021.2,0.353,212,1021,NA,"01-12-2016 15:59:34",0.6555,0.6525,2016-11-29 09:16:00,2016-11-15 14:40:00,13.775,"C1-E1"
"1","C2","07122016",1258,"1151",161,1035.1,0.367,226,1034.9,NA,"08-12-2016 12:29:29",0.6481,0.648,2016-12-07 11:51:00,2016-11-15 14:40:00,21.8826388888889,"C2-E1"
"1","C2","15112016",1440,"1440",9,1037.9,0,0,1037.9,NA,NA,NA,NA,2016-11-15 14:40:00,2016-11-15 14:40:00,0,"C2-E1"
"1","C2","16112016",1505,"1426",28,1037.9,0.83,530,1037.3,NA,"22-11-2016 21:06:22",0.671,0.6652,2016-11-16 14:26:00,2016-11-15 14:40:00,0.990277777777778,"C2-E1"
"1","C2","16122016",1126,"1053",179,1034.8,0.271,162,1034.7,NA,"02-01-2017 12:20:19",0.6436,0.6404,2016-12-16 10:53:00,2016-11-15 14:40:00,30.8423611111111,"C2-E1"
"1","C2","17112016",2243,"2127",46,1037.3,1.053,700,1036.6,NA,"22-11-2016 22:58:16",0.6839,0.6782,2016-11-17 21:27:00,2016-11-15 14:40:00,2.28263888888889,"C2-E1"
"1","C2","18112016",1656,"1628",71,1036.6,0.542,353,1036.2,NA,"22-11-2016 16:46:18",0.6655,0.6597,2016-11-18 16:28:00,2016-11-15 14:40:00,3.075,"C2-E1"
"1","C2","19112016",1858,"1842",82,1036.2,0.454,291,1035.9,NA,"23-11-2016 12:36:58",0.661,0.655,2016-11-19 18:42:00,2016-11-15 14:40:00,4.16805555555556,"C2-E1"
"1","C2","21112016",943,"0915",104,1035.9,0.391,250,1035.6,NA,"24-11-2016 17:04:05",0.6602,0.6534,2016-11-21 09:15:00,2016-11-15 14:40:00,5.77430555555556,"C2-E1"
"1","C2","24112016",1103,"1059",112,1035.6,0.363,214,1035.3,NA,"25-11-2016 14:08:28",0.6552,0.6525,2016-11-24 10:59:00,2016-11-15 14:40:00,8.84652777777778,"C2-E1"
"1","C2","29112016",920,"0916",129,1035.3,0.35,210,1035.1,NA,"01-12-2016 17:29:01",0.655,0.6521,2016-11-29 09:16:00,2016-11-15 14:40:00,13.775,"C2-E1"
"1","C3","07122016",1302,"1151",162,1054.9,0.397,238,1054.6,NA,"08-12-2016 10:23:35",0.6479,0.6478,2016-12-07 11:51:00,2016-11-15 14:40:00,21.8826388888889,"C3-E1"
"1","C3","15112016",1440,"1440",10,1057.6,0,0,1057.6,NA,NA,NA,NA,2016-11-15 14:40:00,2016-11-15 14:40:00,0,"C3-E1"
"1","C3","16112016",1508,"1426",29,1057.6,0.842,550,1057.1,NA,"23-11-2016 18:00:22",0.6747,0.6688,2016-11-16 14:26:00,2016-11-15 14:40:00,0.990277777777778,"C3-E1"
"1","C3","16122016",1128,"1053",180,1054.6,0.265,154,1054.4,NA,"02-01-2017 14:29:11",0.6416,0.6383,2016-12-16 10:53:00,2016-11-15 14:40:00,30.8423611111111,"C3-E1"
"1","C3","17112016",2245,"2127",47,1057.2,1.059,682,1056.5,NA,"24-11-2016 10:10:32",0.6862,0.6797,2016-11-17 21:27:00,2016-11-15 14:40:00,2.28263888888889,"C3-E1"
"1","C3","18112016",1659,"1628",72,1056.4,0.554,373,1056,NA,"22-11-2016 23:16:50",0.6642,0.6583,2016-11-18 16:28:00,2016-11-15 14:40:00,3.075,"C3-E1"
"1","C3","19112016",1900,"1842",83,1056,0.436,277,1055.7,NA,"23-11-2016 09:55:02",0.6614,0.6554,2016-11-19 18:42:00,2016-11-15 14:40:00,4.16805555555556,"C3-E1"
"1","C3","21112016",945,"0915",105,1055.7,0.396,250,1055.4,NA,"24-11-2016 13:47:22",0.6624,0.6557,2016-11-21 09:15:00,2016-11-15 14:40:00,5.77430555555556,"C3-E1"
"1","C3","24112016",1106,"1059",113,1055.4,0.387,228,1055.1,NA,"25-11-2016 12:01:40",0.6566,0.6539,2016-11-24 10:59:00,2016-11-15 14:40:00,8.84652777777778,"C3-E1"
"1","C3","29112016",925,"0916",130,1055.1,0.376,220,1054.9,NA,"01-12-2016 16:17:17",0.6564,0.6534,2016-11-29 09:16:00,2016-11-15 14:40:00,13.775,"C3-E1"
"1","E1","07122016",1208,"1151",150,1062.8,0.124,65,1062.7,NA,"08-12-2016 11:34:31",0.7037,0.7036,2016-12-07 11:51:00,2016-11-15 14:40:00,21.8826388888889,"E1-E1"
"1","E1","15112016",1440,"1440",11,1065.9,0,0,1065.9,NA,NA,NA,NA,2016-11-15 14:40:00,2016-11-15 14:40:00,0,"E1-E1"
"1","E1","16112016",1439,"1426",24,1065.9,0.421,251,1065.6,NA,"22-11-2016 20:29:10",0.5955,0.5891,2016-11-16 14:26:00,2016-11-15 14:40:00,0.990277777777778,"E1-E1"
"1","E1","16122016",1105,"1053",168,1062.6,0.085,46,1062.5,NA,"02-01-2017 11:43:19",0.6931,0.69,2016-12-16 10:53:00,2016-11-15 14:40:00,30.8423611111111,"E1-E1"
"1","E1","17112016",2250,"2127",48,1065.7,0.943,596,1065.1,NA,"24-11-2016 10:28:00",0.8017,0.7969,2016-11-17 21:27:00,2016-11-15 14:40:00,2.28263888888889,"E1-E1"
"1","E1","18112016",1639,"1628",64,1064.9,1.338,830,1064.1,NA,"22-11-2016 19:33:15",0.7603,0.7555,2016-11-18 16:28:00,2016-11-15 14:40:00,3.075,"E1-E1"
"1","E1","19112016",1849,"1842",78,1063.9,1.009,611,1063.3,NA,"23-11-2016 13:12:09",0.7627,0.7579,2016-11-19 18:42:00,2016-11-15 14:40:00,4.16805555555556,"E1-E1"
"1","E1","21112016",934,"0915",100,1063.3,0.206,123,1063.2,NA,"24-11-2016 12:17:38",0.7472,0.7415,2016-11-21 09:15:00,2016-11-15 14:40:00,5.77430555555556,"E1-E1"
"1","E1","24112016",1125,"1059",120,1063.2,0.208,116,1063,"Start mixing before measurement (all previous obs: mixed after measurement)","25-11-2016 15:01:49",0.7261,0.7237,2016-11-24 10:59:00,2016-11-15 14:40:00,8.84652777777778,"E1-E1"
"1","E1","29112016",952,"0916",137,1063,0.229,126,1062.9,NA,"01-12-2016 18:23:12",0.7199,0.7173,2016-11-29 09:16:00,2016-11-15 14:40:00,13.775,"E1-E1"
"1","E2","07122016",1212,"1151",151,1052.5,0.291,166,1052.3,NA,"08-12-2016 13:24:00",0.7145,0.7144,2016-12-07 11:51:00,2016-11-15 14:40:00,21.8826388888889,"E2-E1"
"1","E2","15112016",1440,"1440",12,1055.9,0,0,1055.9,NA,NA,NA,NA,2016-11-15 14:40:00,2016-11-15 14:40:00,0,"E2-E1"
"1","E2","16112016",1442,"1426",25,NA,0.386,239,1055.6,NA,"22-11-2016 21:43:37",0.6133,0.607,2016-11-16 14:26:00,2016-11-15 14:40:00,0.990277777777778,"E2-E1"
"1","E2","16122016",1108,"1053",169,1052.3,0.226,130,1052.1,NA,"02-01-2017 12:57:50",0.7028,0.6998,2016-12-16 10:53:00,2016-11-15 14:40:00,30.8423611111111,"E2-E1"
"1","E2","17112016",2252,"2127",49,1055.6,0.876,555,1055.1,NA,"23-11-2016 16:08:58",0.8003,0.796,2016-11-17 21:27:00,2016-11-15 14:40:00,2.28263888888889,"E2-E1"
"1","E2","18112016",1642,"1628",65,1055,1.563,993,1054.1,NA,"22-11-2016 17:41:44",0.7649,0.7602,2016-11-18 16:28:00,2016-11-15 14:40:00,3.075,"E2-E1"
"1","E2","19112016",1851,"1842",79,1054.1,1.808,1135,1053,NA,"23-11-2016 14:05:11",0.7636,0.7588,2016-11-19 18:42:00,2016-11-15 14:40:00,4.16805555555556,"E2-E1"
"1","E2","21112016",936,"0915",101,1053.1,0.387,235,1052.6,NA,"24-11-2016 11:40:55",0.7564,0.7508,2016-11-21 09:15:00,2016-11-15 14:40:00,5.77430555555556,"E2-E1"
"1","E2","24112016",1128,"1059",121,1052.8,0.262,151,1052.6,NA,"25-11-2016 10:50:15",0.736,0.7337,2016-11-24 10:59:00,2016-11-15 14:40:00,8.84652777777778,"E2-E1"
"1","E2","29112016",954,"0916",138,1052.6,0.278,162,1052.5,NA,"01-12-2016 20:12:18",0.7196,0.717,2016-11-29 09:16:00,2016-11-15 14:40:00,13.775,"E2-E1"
"1","E3","07122016",1217,"1151",152,1042.5,0.28,170,1042.3,NA,"02-01-2017 15:24:35",0.7158,0.7128,2016-12-07 11:51:00,2016-11-15 14:40:00,21.8826388888889,"E3-E1"
"1","E3","15112016",1440,"1440",13,1045.5,0,0,1045.5,NA,NA,NA,NA,2016-11-15 14:40:00,2016-11-15 14:40:00,0,"E3-E1"
"1","E3","16112016",1444,"1426",26,1045.4,0.39,241,1045.2,"Pressure not measured. Copied from bottle E2.","22-11-2016 18:18:42",0.5716,0.5651,2016-11-16 14:26:00,2016-11-15 14:40:00,0.990277777777778,"E3-E1"
"1","E3","16122016",1110,"1053",170,1042.3,0.212,125,1042.2,NA,"02-01-2017 14:10:49",0.7032,0.7002,2016-12-16 10:53:00,2016-11-15 14:40:00,30.8423611111111,"E3-E1"
"1","E3","17112016",2258,"2127",50,1045.2,0.943,596,1044.6,"Neither pressure nor volume measured due to leak. Here copied from E1 because mass loss was the same.","22-11-2016 23:35:33",0.7993,0.7951,2016-11-17 21:27:00,2016-11-15 14:40:00,2.28263888888889,"E3-E1"
"1","E3","18112016",1644,"1628",66,1044.6,1.499,965,1043.7,NA,"22-11-2016 18:55:59",0.7643,0.7595,2016-11-18 16:28:00,2016-11-15 14:40:00,3.075,"E3-E1"
"1","E3","19112016",1854,"1842",80,1043.7,1.243,797,1043,NA,"23-11-2016 11:42:55",0.7662,0.7614,2016-11-19 18:42:00,2016-11-15 14:40:00,4.16805555555556,"E3-E1"
"1","E3","21112016",938,"0915",102,1042.9,0.235,154,1042.8,NA,"24-11-2016 14:58:23",0.7509,0.7453,2016-11-21 09:15:00,2016-11-15 14:40:00,5.77430555555556,"E3-E1"
"1","E3","24112016",1131,"1059",122,1042.8,0.231,139,1042.6,NA,"25-11-2016 11:43:43",0.7344,0.732,2016-11-24 10:59:00,2016-11-15 14:40:00,8.84652777777778,"E3-E1"
"1","E3","29112016",956,"0916",139,1042.6,0.263,154,1042.5,NA,"01-12-2016 19:54:15",0.7221,0.7195,2016-11-29 09:16:00,2016-11-15 14:40:00,13.775,"E3-E1"
"1","I1","07122016",1151,"1151",146,1035.7,0.237,140,1035.5,NA,"08-12-2016 13:06:03",0.6973,0.6972,2016-12-07 11:51:00,2016-11-15 14:40:00,21.8826388888889,"I1-E1"
"1","I1","15112016",1440,"1440",1,1036.5,0,0,1036.5,NA,NA,NA,NA,2016-11-15 14:40:00,2016-11-15 14:40:00,0,"I1-E1"
"1","I1","16112016",1512,"1426",36,1036.5,0.2,125,1036.3,NA,"23-11-2016 16:27:25",0.2401,0.2353,2016-11-16 14:26:00,2016-11-15 14:40:00,0.990277777777778,"I1-E1"
"1","I1","16122016",1053,"1053",164,1035.5,0.18,98,1035.4,NA,"02-01-2017 10:48:33",0.6982,0.6952,2016-12-16 10:53:00,2016-11-15 14:40:00,30.8423611111111,"I1-E1"
"1","I1","17112016",2314,"2127",54,1036.2,0.083,45,1036.2,NA,"22-11-2016 15:16:18",0.5509,0.5444,2016-11-17 21:27:00,2016-11-15 14:40:00,2.28263888888889,"I1-E1"
"1","I1","19112016",1909,"1842",87,1036.2,0.226,126,1036.1,NA,"24-11-2016 11:59:24",0.6322,0.6252,2016-11-19 18:42:00,2016-11-15 14:40:00,4.16805555555556,"I1-E1"
"1","I1","21112016",915,"0915",92,1036.1,0.151,85,1036,NA,"24-11-2016 16:27:57",0.6429,0.6361,2016-11-21 09:15:00,2016-11-15 14:40:00,5.77430555555556,"I1-E1"
"1","I1","24112016",1134,"1059",123,1035.9,0.17,96,1035.8,NA,"25-11-2016 12:38:13",0.6857,0.6831,2016-11-24 10:59:00,2016-11-15 14:40:00,8.84652777777778,"I1-E1"
"1","I1","29112016",1000,"0916",140,1035.8,0.231,135,1035.7,NA,"01-12-2016 18:05:03",0.6955,0.6927,2016-11-29 09:16:00,2016-11-15 14:40:00,13.775,"I1-E1"
"1","I2","07122016",1155,"1151",147,1031.5,0.248,165,1031.3,NA,"08-12-2016 13:42:13",0.6932,0.6931,2016-12-07 11:51:00,2016-11-15 14:40:00,21.8826388888889,"I2-E1"
"1","I2","15112016",1440,"1440",2,1032.2,0,0,1032.2,NA,NA,NA,NA,2016-11-15 14:40:00,2016-11-15 14:40:00,0,"I2-E1"
"1","I2","16112016",1514,"1426",37,1032.2,0.188,110,1032.1,NA,"23-11-2016 14:22:54",0.1963,0.1922,2016-11-16 14:26:00,2016-11-15 14:40:00,0.990277777777778,"I2-E1"
"1","I2","16122016",1058,"1053",165,1031.2,0.165,95,1031.1,"Unsure of first digit in volume. Ask Jinmi.","02-01-2017 13:52:31",0.6941,0.6911,2016-12-16 10:53:00,2016-11-15 14:40:00,30.8423611111111,"I2-E1"
"1","I2","17112016",2318,"2127",55,1032.2,0.103,60,1032.1,NA,"22-11-2016 16:27:55",0.5971,0.5907,2016-11-17 21:27:00,2016-11-15 14:40:00,2.28263888888889,"I2-E1"
"1","I2","19112016",1911,"1842",88,1032,0.23,145,1031.8,NA,"23-11-2016 12:19:03",0.6211,0.6148,2016-11-19 18:42:00,2016-11-15 14:40:00,4.16805555555556,"I2-E1"
"1","I2","21112016",918,"0915",93,1031.8,0.154,88,1031.7,NA,"24-11-2016 14:22:53",0.6428,0.6359,2016-11-21 09:15:00,2016-11-15 14:40:00,5.77430555555556,"I2-E1"
"1","I2","24112016",1136,"1059",124,1031.7,0.186,108,1031.6,NA,"25-11-2016 13:32:57",0.6837,0.6811,2016-11-24 10:59:00,2016-11-15 14:40:00,8.84652777777778,"I2-E1"
"1","I2","29112016",1002,"0916",141,1031.6,0.226,135,1031.4,NA,"01-12-2016 18:59:42",0.6945,0.6918,2016-11-29 09:16:00,2016-11-15 14:40:00,13.775,"I2-E1"
"1","I3","07122016",1158,"1151",148,1077.5,0.221,124,1077.3,"Check final mass","02-01-2017 15:06:06",0.7064,0.7034,2016-12-07 11:51:00,2016-11-15 14:40:00,21.8826388888889,"I3-E1"
"1","I3","15112016",1440,"1440",3,1078.3,0,0,1078.3,NA,NA,NA,NA,2016-11-15 14:40:00,2016-11-15 14:40:00,0,"I3-E1"
"1","I3","16112016",1516,"1426",38,1078.3,0.198,114,1078.2,NA,"23-11-2016 17:41:47",0.1948,0.1906,2016-11-16 14:26:00,2016-11-15 14:40:00,0.990277777777778,"I3-E1"
"1","I3","16122016",1100,"1053",166,1077.3,0.184,105,1077.2,NA,"02-01-2017 10:30:18",0.6969,0.6938,2016-12-16 10:53:00,2016-11-15 14:40:00,30.8423611111111,"I3-E1"
"1","I3","17112016",2319,"2127",56,1078.3,0.116,66,1078.2,NA,"24-11-2016 11:04:22",0.579,0.5717,2016-11-17 21:27:00,2016-11-15 14:40:00,2.28263888888889,"I3-E1"
"1","I3","19112016",1913,"1842",89,1078.1,0.237,137,1077.9,NA,"23-11-2016 12:01:02",0.6572,0.6512,2016-11-19 18:42:00,2016-11-15 14:40:00,4.16805555555556,"I3-E1"
"1","I3","21112016",920,"0915",94,1077.9,0.173,98,1077.8,NA,"24-11-2016 12:53:58",0.6579,0.6511,2016-11-21 09:15:00,2016-11-15 14:40:00,5.77430555555556,"I3-E1"
"1","I3","24112016",1138,"1059",125,1077.8,0.208,123,1077.6,NA,"25-11-2016 14:43:43",0.6989,0.6964,2016-11-24 10:59:00,2016-11-15 14:40:00,8.84652777777778,"I3-E1"
"1","I3","29112016",1004,"0916",142,1077.6,0.251,137,1077.5,NA,"01-12-2016 17:47:00",0.7022,0.6995,2016-11-29 09:16:00,2016-11-15 14:40:00,13.775,"I3-E1"
"1","I4","07122016",1204,"1151",149,1046,0.244,142,1045.9,NA,"08-12-2016 10:06:03",0.7021,0.702,2016-12-07 11:51:00,2016-11-15 14:40:00,21.8826388888889,"I4-E1"
"1","I4","15112016",1440,"1440",4,1046.8,0,0,1046.8,NA,NA,NA,NA,2016-11-15 14:40:00,2016-11-15 14:40:00,0,"I4-E1"
"1","I4","16112016",1517,"1426",39,1046.8,0.181,106,1046.6,NA,"22-11-2016 21:24:58",0.1866,0.1826,2016-11-16 14:26:00,2016-11-15 14:40:00,0.990277777777778,"I4-E1"
"1","I4","16122016",1102,"1053",167,1045.8,0.181,112,1045.7,NA,"02-01-2017 09:54:10",0.7001,0.697,2016-12-16 10:53:00,2016-11-15 14:40:00,30.8423611111111,"I4-E1"
"1","I4","17112016",2321,"2127",57,1046.6,0.116,64,1046.6,"Measured masses were 1046.9, set to previous value.","22-11-2016 17:04:43",0.6027,0.5964,2016-11-17 21:27:00,2016-11-15 14:40:00,2.28263888888889,"I4-E1"
"1","I4","19112016",1915,"1842",90,1046.6,0.235,138,1046.4,NA,"23-11-2016 10:30:49",0.6493,0.6432,2016-11-19 18:42:00,2016-11-15 14:40:00,4.16805555555556,"I4-E1"
"1","I4","21112016",922,"0915",95,1046.4,0.158,92,1046.3,NA,"24-11-2016 16:45:56",0.6602,0.6535,2016-11-21 09:15:00,2016-11-15 14:40:00,5.77430555555556,"I4-E1"
"1","I4","24112016",1140,"1059",126,1046.3,0.196,115,1046.2,NA,"25-11-2016 13:50:43",0.6963,0.6938,2016-11-24 10:59:00,2016-11-15 14:40:00,8.84652777777778,"I4-E1"
"1","I4","29112016",1006,"0916",143,1046.2,0.233,138,1046,NA,"01-12-2016 19:17:46",0.7031,0.7004,2016-11-29 09:16:00,2016-11-15 14:40:00,13.775,"I4-E1"
"1","L1","07122016",1227,"1151",154,1035.1,0.303,188,1034.9,"Check final mass. Mass.init originally entered as 1034.1. Seems to be a mistake. Exactly 1 g mass loss due to leak is very unlikely.","08-12-2016 09:48:50",0.6169,0.6168,2016-12-07 11:51:00,2016-11-15 14:40:00,21.8826388888889,"L1-E1"
"1","L1","15112016",1440,"1440",5,1038,0,0,1038,NA,NA,NA,NA,2016-11-15 14:40:00,2016-11-15 14:40:00,0,"L1-E1"
"1","L1","16112016",1523,"1426",33,1038,0.221,127,1037.8,NA,"23-11-2016 16:45:52",0.1825,0.1785,2016-11-16 14:26:00,2016-11-15 14:40:00,0.990277777777778,"L1-E1"
"1","L1","16122016",1116,"1053",172,1034.9,0.242,142,1034.7,NA,"02-01-2017 10:12:10",0.6,0.5966,2016-12-16 10:53:00,2016-11-15 14:40:00,30.8423611111111,"L1-E1"
"1","L1","17112016",2305,"2127",51,1038,0.808,536,1037.4,NA,"22-11-2016 17:23:13",0.5854,0.579,2016-11-17 21:27:00,2016-11-15 14:40:00,2.28263888888889,"L1-E1"
"1","L1","18112016",1647,"1628",67,1037.2,0.92,590,1036.5,NA,"22-11-2016 20:47:49",0.5441,0.5376,2016-11-18 16:28:00,2016-11-15 14:40:00,3.075,"L1-E1"
"1","L1","19112016",1843,"1842",75,1036.5,0.605,381,1036.1,NA,"23-11-2016 13:47:37",0.527,0.5204,2016-11-19 18:42:00,2016-11-15 14:40:00,4.16805555555556,"L1-E1"
"1","L1","21112016",948,"0915",106,1036.1,0.5,314,1035.7,NA,"24-11-2016 13:12:19",0.5476,0.5402,2016-11-21 09:15:00,2016-11-15 14:40:00,5.77430555555556,"L1-E1"
"1","L1","24112016",1109,"1059",114,1035.7,0.435,240,1035.4,NA,"25-11-2016 14:25:49",0.5661,0.5632,2016-11-24 10:59:00,2016-11-15 14:40:00,8.84652777777778,"L1-E1"
"1","L1","29112016",936,"0916",131,1035.4,0.319,104.86,1035.1,NA,"01-12-2016 19:35:59",0.584,0.5808,2016-11-29 09:16:00,2016-11-15 14:40:00,13.775,"L1-E1"
"1","L2","07122016",1232,"1151",155,1025.9,0.299,184,1025.7,NA,"08-12-2016 10:41:08",0.5927,0.5926,2016-12-07 11:51:00,2016-11-15 14:40:00,21.8826388888889,"L2-E1"
"1","L2","15112016",1440,"1440",6,1028.6,0,0,1028.6,NA,NA,NA,NA,2016-11-15 14:40:00,2016-11-15 14:40:00,0,"L2-E1"
"1","L2","16112016",1525,"1426",34,1028.6,0.21,131,1028.5,NA,"22-11-2016 16:09:28",0.1866,0.1827,2016-11-16 14:26:00,2016-11-15 14:40:00,0.990277777777778,"L2-E1"
