"id","exper","date","time.orig","time","sheet.order","mass.init","pres.init","vol","mass.final","notes","inject.date.time","xCH4.oa","date.time","start.time","time.d","xCH4.GC","vol.hs","temperature","pres.resid","pres.init.abs","pres.resid.abs","rh.resid","pres.resid.prev","rh.resid.prev","temp.prev","xCH4.GC.prev","vBg","vCH4","cvBg","cvCH4","rvBg","rvCH4"
"A2","2","17012017",1520,"1520",186,842.7,0,0,842.7,NA,NA,NA,2017-01-17 15:20:00,2017-01-17 15:20:00,0,0,823.13,30,0,1.01325,1.01325,1,1.01325,1,20,0,-38.7189691726576,0,-38.7189691726576,0,NA,NA
"A2","2","18012017",1616,"1527",221,842.7,0.937,763,841.8,NA,"17-02-2017 13:26:51",0.5691,2017-01-18 15:27:00,2017-01-17 15:20:00,1,0.5596,823.13,30,0,1.95025,1.01325,0.519548775797975,1.01325,1,30,0,685.727587681919,383.733158066802,647.008618509261,383.733158066802,685.727587681919,383.733158066802
"A2","2","19012017",1118,"1103",234,841.8,1.009,821,840.8,NA,"06-02-2017 14:38:54",0.5231,2017-01-19 11:03:00,2017-01-17 15:20:00,1.8,0.5113,823.13,30,0,2.02225,1.01325,0.501050809741625,1.01325,0.519548775797975,30,0.5596,723.441476794235,369.895627084893,1370.4500953035,753.628785151694,904.301845992794,462.369533856116
"A2","2","20012017",1525,"1450",266,840.8,0.539,434,840.3,NA,"02-02-2017 17:10:07",0.5455,2017-01-20 14:50:00,2017-01-17 15:20:00,3,0.5455,823.13,30,0,1.55225,1.01325,0.652762119503946,1.01325,0.501050809741625,30,0.5113,378.903350035391,206.691777444306,1749.35344533889,960.320562596,315.752791696159,172.243147870255
"A2","2","22012017",627,"0617",281,840.3,0.338,270,840,NA,"10-02-2017 21:24:12",0.5625,2017-01-22 06:17:00,2017-01-17 15:20:00,4.6,0.5511,823.13,30,0,1.35125,1.01325,0.749861239592969,1.01325,0.652762119503946,30,0.5455,236.534499641325,130.354162752334,1985.88794498021,1090.67472534833,147.834062275828,81.471351720209
"A2","2","24012017",1021,"0923",314,840,0.242,188,839.8,"Check final mass","03-02-2017 12:45:44",0.5672,2017-01-24 09:23:00,2017-01-17 15:20:00,6.8,0.5569,823.13,30,0,1.25525,1.01325,0.807209719179446,1.01325,0.749861239592969,30,0.5511,169.305579456199,94.2862771991571,2155.19352443641,1184.96100254749,76.9570815709995,42.8573987268896
"A2","2","28012017",1832,"1822",329,839.8,0.258,192,839.5,NA,"09-02-2017 15:23:24",0.5734,2017-01-28 18:22:00,2017-01-17 15:20:00,11.1,0.5623,823.13,30,0,1.27125,1.01325,0.797050147492625,1.01325,0.807209719179446,30,0.5569,182.802749908728,102.789986273678,2337.99627434514,1287.75098882117,42.5122674206345,23.9046479706228
"A2","2","01022017",1055,"1013",368,839.5,0.14,100,839.4,NA,NA,NA,2017-02-01 10:13:00,2017-01-17 15:20:00,14.8,0.56378,823.13,30,0,1.15325,1.01325,0.878603945371775,1.01325,0.797050147492625,30,0.5623,96.1297027014539,54.1960037890257,2434.12597704659,1341.94699261019,25.9810007301227,14.6475685916286
"A2","2","06022017",1802,"1701",392,839.4,0.132,93,839.3,"mass.init originally entered as 838.4. Must be mistake due to writing 8/9.","08-02-2017 14:40:07",0.5778,2017-02-06 17:01:00,2017-01-17 15:20:00,20.1,0.5659,823.13,30,0,1.14525,1.01325,0.884741322855272,1.01325,0.878603945371775,30,0.56378,92.8174764549337,52.525409925847,2526.94345350153,1394.47240253604,17.5127314065913,9.91045470299
"A2","2","17022017",1712,"1707",398,839.3,0.182,134,839.1,NA,"27-02-2017 12:05:41",0.5771,2017-02-17 17:07:00,2017-01-17 15:20:00,31.1,0.5771,823.13,30,0,1.19525,1.01325,0.847730600292826,1.01325,0.884741322855272,30,0.5659,129.600472634503,74.7924327573715,2656.54392613603,1469.26483529341,11.7818611485912,6.79931206885195
"A3","2","17012017",1520,"1520",187,839.3,0,0,839.3,NA,NA,NA,2017-01-17 15:20:00,2017-01-17 15:20:00,0,0,822.81,30,0,1.01325,1.01325,1,1.01325,1,20,0,-38.7039167870864,0,-38.7039167870864,0,NA,NA
"A3","2","18012017",1618,"1527",222,839.3,0.866,709,838.5,NA,"17-02-2017 12:15:42",0.5786,2017-01-18 15:27:00,2017-01-17 15:20:00,1,0.5691,822.81,30,0,1.87925,1.01325,0.539177863509379,1.01325,1,30,0,633.521075666694,360.536844161916,594.817158879608,360.536844161916,633.521075666694,360.536844161916
"A3","2","19012017",1120,"1103",235,838.5,0.924,758,837.5,NA,"06-02-2017 14:56:01",0.5319,2017-01-19 11:03:00,2017-01-17 15:20:00,1.8,0.5201,822.81,30,0,1.93725,1.01325,0.523035230352303,1.01325,0.539177863509379,30,0.5691,661.590329571348,344.093130410058,1256.40748845096,704.629974571974,826.987911964185,430.116413012573
"A3","2","20012017",1527,"1450",267,837.6,0.467,390,837.1,NA,"02-02-2017 16:15:39",0.5406,2017-01-20 14:50:00,2017-01-17 15:20:00,3,0.5406,822.81,30,0,1.48025,1.01325,0.684512751224455,1.01325,0.523035230352303,30,0.5201,326.769650516991,176.651673069485,1583.17713896795,881.281647641459,272.308042097492,147.209727557904
"A3","2","22012017",629,"0617",282,837.1,0.311,240,836.8,NA,"10-02-2017 19:55:33",0.5569,2017-01-22 06:17:00,2017-01-17 15:20:00,4.6,0.5454,822.81,30,0,1.32425,1.01325,0.765150084953747,1.01325,0.684512751224455,30,0.5406,217.680172090323,118.722765858062,1800.85731105827,1000.00441349952,136.050107556452,74.2017286612888
"A3","2","24012017",1024,"0923",315,836.8,0.214,162,836.6,NA,"03-02-2017 12:27:46",0.5627,2017-01-24 09:23:00,2017-01-17 15:20:00,6.8,0.5524,822.81,30,0,1.22725,1.01325,0.825626400488898,1.01325,0.765150084953747,30,0.5454,149.23284070505,82.4362212054698,1950.09015176332,1082.44063470499,67.8331094113865,37.4710096388499
"A3","2","28012017",1834,"1822",330,836.6,0.225,180,836.4,NA,"09-02-2017 13:21:17",0.5709,2017-01-28 18:22:00,2017-01-17 15:20:00,11.1,0.5598,822.81,30,0,1.23825,1.01325,0.818291944276196,1.01325,0.825626400488898,30,0.5524,159.164493091264,89.1002832324893,2109.25464485458,1171.54091793748,37.0149983933171,20.7209961005789
"A3","2","01022017",1057,"1013",369,836.4,0.123,90,836.3,NA,"20-02-2017 16:21:40",0.5636,2017-02-01 10:13:00,2017-01-17 15:20:00,14.8,0.5636,822.81,30,0,1.13625,1.01325,0.891749174917492,1.01325,0.818291944276196,30,0.5598,84.3179577801964,47.5216010049187,2193.57260263478,1219.0625189424,22.7886372378909,12.8436759472753
"A3","2","06022017",1804,"1701",393,836.3,0.115,80,836.2,NA,"08-02-2017 13:47:49",0.577,2017-02-06 17:01:00,2017-01-17 15:20:00,20.1,0.5651,822.81,30,0,1.12825,1.01325,0.89807223576335,1.01325,0.891749174917492,30,0.5636,80.7547067169007,45.6344847657206,2274.32730935168,1264.69700370812,15.2367371163964,8.61028014447558
"A3","2","17022017",1716,"1707",399,836.2,0.14,105,836,NA,"27-02-2017 10:48:49",0.5778,2017-02-17 17:07:00,2017-01-17 15:20:00,31.1,0.5778,822.81,30,0,1.15325,1.01325,0.878603945371775,1.01325,0.89807223576335,30,0.5651,99.2404710169039,57.3411441535671,2373.56778036858,1322.03814786169,9.02186100153672,5.21283128668792
"B1","2","17012017",1520,"1520",188,845.4,0,0,845.4,NA,NA,NA,2017-01-17 15:20:00,2017-01-17 15:20:00,0,0,817.4,30,0,1.01325,1.01325,1,1.01325,1,20,0,-38.4494373935228,0,-38.4494373935228,0,NA,NA
"B1","2","18012017",1604,"1527",217,845.4,1.23,1010,844.2,NA,"17-02-2017 14:02:10",0.4859,2017-01-18 15:27:00,2017-01-17 15:20:00,1,0.4762,817.4,30,0,2.24325,1.01325,0.45168839852892,1.01325,1,30,0,893.888377448057,425.669645340765,855.438940054534,425.669645340765,893.888377448057,425.669645340765
"B1","2","19012017",1138,"1103",244,844.2,1.139,919,843,NA,"06-02-2017 12:17:37",0.4824,2017-01-19 11:03:00,2017-01-17 15:20:00,1.8,0.4706,817.4,30,0,2.15225,1.01325,0.470786386339877,1.01325,0.45168839852892,30,0.4762,810.780580974036,381.553341406381,1666.21952102857,807.222986747146,1013.47572621754,476.941676757976
"B1","2","20012017",1515,"1450",262,843,0.655,514,842.4,NA,"02-02-2017 19:16:52",0.5737,2017-01-20 14:50:00,2017-01-17 15:20:00,3,0.5737,817.4,30,0,1.66825,1.01325,0.607372995654129,1.01325,0.470786386339877,30,0.4706,459.630459199057,263.689994442499,2125.84998022763,1070.91298118965,383.025382665881,219.741662035416
"B1","2","22012017",643,"0617",289,842.4,0.326,250,842.1,NA,"10-02-2017 19:02:36",0.5886,2017-01-22 06:17:00,2017-01-17 15:20:00,4.6,0.5773,817.4,30,0,1.33925,1.01325,0.756580175471346,1.01325,0.607372995654129,30,0.5737,224.761907495055,129.755049196895,2350.61188772268,1200.66803038654,140.476192184409,81.0969057480595
"B1","2","24012017",933,"0923",304,842.1,0.205,150,842,NA,"03-02-2017 10:23:15",0.5958,2017-01-24 09:23:00,2017-01-17 15:20:00,6.8,0.5856,817.4,30,0,1.21825,1.01325,0.831725836240509,1.01325,0.756580175471346,30,0.5773,141.445674267258,82.830586850906,2492.05756198994,1283.49861723745,64.2934883032989,37.6502667504118
"B1","2","28012017",1846,"1822",334,841.9,0.222,165,841.8,NA,"09-02-2017 14:13:33",0.589,2017-01-28 18:22:00,2017-01-17 15:20:00,11.1,0.578,817.4,30,0,1.23525,1.01325,0.820279295689132,1.01325,0.831725836240509,30,0.5856,156.126591823422,90.2411700739378,2648.18415381336,1373.73978731138,36.3085097263772,20.986318621846
"B1","2","01022017",1037,"1013",361,841.7,0.123,87,841.6,NA,"20-02-2017 12:09:09",0.5908,2017-02-01 10:13:00,2017-01-17 15:20:00,14.8,0.5908,817.4,30,0,1.13625,1.01325,0.891749174917492,1.01325,0.820279295689132,30,0.578,83.8250891237305,49.5238626543,2732.00924293709,1423.26364996568,22.6554294929001,13.3848277444054
"B1","2","06022017",1744,"1701",385,841.6,0.13,93,841.5,NA,"08-02-2017 16:07:58",0.5935,2017-02-06 17:01:00,2017-01-17 15:20:00,20.1,0.5817,817.4,30,0,1.14325,1.01325,0.886289088125957,1.01325,0.891749174917492,30,0.5908,91.1248245555621,53.0073104439705,2823.13406749265,1476.27096040965,17.193363123691,10.001379329051
"B1","2","17022017",1720,"1707",400,841.5,0.182,134,841.4,NA,"27-02-2017 10:29:58",0.5888,2017-02-17 17:07:00,2017-01-17 15:20:00,31.1,0.5888,817.4,30,0,1.19525,1.01325,0.847730600292826,1.01325,0.886289088125957,30,0.5817,128.746209201891,75.8057679780734,2951.88027669455,1552.07672838773,11.7042008365355,6.89143345255213
"B2","2","17012017",1520,"1520",189,853.2,0,0,853.2,NA,NA,NA,2017-01-17 15:20:00,2017-01-17 15:20:00,0,0,809.08,30,0,1.01325,1.01325,1,1.01325,1,20,0,-38.0580753686705,0,-38.0580753686705,0,NA,NA
"B2","2","18012017",1607,"1527",218,853.2,1.104,883,852.1,NA,"17-02-2017 12:33:31",0.4837,2017-01-18 15:27:00,2017-01-17 15:20:00,1,0.474,809.08,30,0,2.11725,1.01325,0.478568898335104,1.01325,1,30,0,794.152867853443,376.428459362532,756.094792484772,376.428459362532,794.152867853443,376.428459362532
"B2","2","19012017",1140,"1103",245,852.1,1.07,872,851,NA,"06-02-2017 11:59:59",0.4898,2017-01-19 11:03:00,2017-01-17 15:20:00,1.8,0.478,809.08,30,0,2.08325,1.01325,0.486379455178207,1.01325,0.478568898335104,30,0.474,753.71712287417,360.276784733853,1509.81191535894,736.705244096385,942.146403592712,450.345980917316
"B2","2","20012017",1518,"1450",263,851.1,0.576,450,850.5,NA,"02-02-2017 17:28:08",0.5701,2017-01-20 14:50:00,2017-01-17 15:20:00,3,0.5701,809.08,30,0,1.58925,1.01325,0.637564889098632,1.01325,0.486379455178207,30,0.478,398.601909380841,227.242948538017,1908.41382473978,963.948192634402,332.168257817368,189.369123781681
"B2","2","22012017",646,"0617",290,850.5,0.293,224,850.3,NA,"10-02-2017 15:34:56",0.5836,2017-01-22 06:17:00,2017-01-17 15:20:00,4.6,0.5723,809.08,30,0,1.30625,1.01325,0.775693779904306,1.01325,0.637564889098632,30,0.5701,199.661039013899,114.266012627655,2108.07486375368,1078.21420526206,124.788149383687,71.4162578922841
"B2","2","24012017",937,"0923",305,850.3,0.187,135,850.1,NA,"03-02-2017 10:41:02",0.5888,2017-01-24 09:23:00,2017-01-17 15:20:00,6.8,0.5785,809.08,30,0,1.20025,1.01325,0.844199125182254,1.01325,0.775693779904306,30,0.5723,127.643500475528,73.8417650250931,2235.71836422921,1152.05597028715,58.0197729434219,33.5644386477696
"B2","2","28012017",1849,"1822",335,850.1,0.218,170,849.9,NA,"09-02-2017 12:30:42",0.5885,2017-01-28 18:22:00,2017-01-17 15:20:00,11.1,0.5775,809.08,30,0,1.23125,1.01325,0.822944162436548,1.01325,0.844199125182254,30,0.5785,152.042290522647,87.8044227768284,2387.76065475186,1239.86039306398,35.358672214569,20.4196332039136
"B2","2","01022017",1040,"1013",362,849.9,0.111,78,849.8,NA,"20-02-2017 15:26:54",0.5815,2017-02-01 10:13:00,2017-01-17 15:20:00,14.8,0.5815,809.08,30,0,1.12425,1.01325,0.90126751167445,1.01325,0.822944162436548,30,0.5775,74.4214253564583,43.2760588447805,2462.18208010831,1283.13645190876,20.1138987449887,11.6962321202109
"B2","2","06022017",1747,"1701",386,849.8,0.123,87,849.7,NA,"08-02-2017 12:22:10",0.5963,2017-02-06 17:01:00,2017-01-17 15:20:00,20.1,0.5846,809.08,30,0,1.13625,1.01325,0.891749174917492,1.01325,0.90126751167445,30,0.5815,85.453577861978,49.9561616181124,2547.63565797029,1333.09261352687,16.1233165777317,9.42569087134195
"B2","2","17022017",1720,"1707",401,849.7,0.166,120,849.5,NA,"27-02-2017 11:46:24",0.5891,2017-02-17 17:07:00,2017-01-17 15:20:00,31.1,0.5891,809.08,30,0,1.17925,1.01325,0.859232563069748,1.01325,0.891749174917492,30,0.5846,116.093598251722,68.3907387300897,2663.72925622202,1401.48335225696,10.5539634774293,6.21733988455361
"B3","2","17012017",1520,"1520",190,847.9,0,0,847.9,NA,NA,NA,2017-01-17 15:20:00,2017-01-17 15:20:00,0,0,817.3,30,0,1.01325,1.01325,1,1.01325,1,20,0,-38.4447335230318,0,-38.4447335230318,0,NA,NA
"B3","2","18012017",609,"1527",219,847.9,1.044,852,846.9,NA,"17-02-2017 12:51:20",0.5525,2017-01-18 15:27:00,2017-01-17 15:20:00,1,0.5429,817.3,30,0,2.05725,1.01325,0.492526430915057,1.01325,1,30,0,758.622253590818,411.856021474455,720.177520067786,411.856021474455,758.622253590818,411.856021474455
"B3","2","19012017",1143,"1103",246,846.9,1.135,929,845.7,NA,"06-02-2017 11:42:33",0.5027,2017-01-19 11:03:00,2017-01-17 15:20:00,1.8,0.4909,817.3,30,0,2.14825,1.01325,0.471662981496567,1.01325,0.492526430915057,30,0.5429,809.038902305584,397.157197141811,1529.21642237337,809.013218616267,1011.29862788198,496.446496427264
"B3","2","20012017",1521,"1450",264,845.7,0.438,244,845.3,NA,"02-02-2017 15:57:44",0.5415,2017-01-20 14:50:00,2017-01-17 15:20:00,3,0.5415,817.3,30,0,1.45125,1.01325,0.698191214470284,1.01325,0.471662981496567,30,0.4909,301.918388030082,163.488807118289,1831.13481040345,972.502025734556,251.598656691735,136.240672598575
"B3","2","22012017",648,"0617",291,845.3,0.283,229,845.1,NA,"10-02-2017 15:51:44",0.5595,2017-01-22 06:17:00,2017-01-17 15:20:00,4.6,0.5481,817.3,30,0,1.29625,1.01325,0.781677917068467,1.01325,0.698191214470284,30,0.5415,196.299674064916,107.591851354981,2027.43448446837,1080.09387708954,122.687296290573,67.2449070968629
"B3","2","24012017",940,"0923",306,845.1,0.178,135,844.9,NA,"03-02-2017 11:34:15",0.5647,2017-01-24 09:23:00,2017-01-17 15:20:00,6.8,0.5543,817.3,30,0,1.19125,1.01325,0.850577124868835,1.01325,0.781677917068467,30,0.5481,122.585703806211,67.9492556197826,2150.02018827458,1148.04313270932,55.7207744573685,30.8860252817194
"B3","2","28012017",1851,"1822",336,844.9,0.21,155,844.7,NA,NA,NA,2017-01-28 18:22:00,2017-01-17 15:20:00,11.1,0.5606425,817.3,30,0,1.22325,1.01325,0.828326180257511,1.01325,0.850577124868835,30,0.5543,147.971219675774,82.958954527075,2297.99140795035,1231.00208723639,34.4119115525055,19.2927801225756
"B3","2","01022017",1043,"1013",363,844.7,0.11,78,844.6,NA,"20-02-2017 11:33:16",0.5661,2017-02-01 10:13:00,2017-01-17 15:20:00,14.8,0.5661,817.3,30,0,1.12325,1.01325,0.902069886490096,1.01325,0.828326180257511,30,0.5606425,74.6174699170195,42.2409497200248,2372.60887786737,1273.24303695642,20.1668837613566,11.416472897304
"B3","2","06022017",1749,"1701",387,844.6,0.107,75,844.5,NA,"08-02-2017 12:05:12",0.5801,2017-02-06 17:01:00,2017-01-17 15:20:00,20.1,0.5683,817.3,30,0,1.12025,1.01325,0.904485605891542,1.01325,0.902069886490096,30,0.5661,74.7201976028811,42.4634882977173,2447.32907547025,1315.70652525414,14.0981504911096,8.0119789240976
"B3","2","17022017",1724,"1707",402,844.5,0.146,105,844.3,NA,"27-02-2017 15:02:03",0.5761,2017-02-17 17:07:00,2017-01-17 15:20:00,31.1,0.5761,817.3,30,0,1.15925,1.01325,0.874056502048739,1.01325,0.904485605891542,30,0.5683,103.134321012594,59.4156823353557,2550.46339648285,1375.12220758949,9.37584736478131,5.40142566685051
"C1","2","17012017",1520,"1520",191,1037.8,0,0,1037.8,NA,NA,NA,2017-01-17 15:20:00,2017-01-17 15:20:00,0,0,623.16,30,0,1.01325,1.01325,1,1.01325,1,20,0,-29.312639351783,0,-29.312639351783,0,NA,NA
"C1","2","18012017",1553,"1527",214,1037.8,1.107,670,1037,NA,"17-02-2017 14:19:52",0.6443,2017-01-18 15:27:00,2017-01-17 15:20:00,1,0.6354,623.16,30,0,2.12025,1.01325,0.4778917580474,1.01325,1,30,0,613.325128273947,389.706786505266,584.012488922164,389.706786505266,613.325128273947,389.706786505266
"C1","2","19012017",1130,"1103",241,1037,0.946,567,1036.4,NA,"06-02-2017 13:10:28",0.6361,2017-01-19 11:03:00,2017-01-17 15:20:00,1.8,0.6251,623.16,30,0,1.95925,1.01325,0.517162179405385,1.01325,0.4778917580474,30,0.6354,511.801828028245,319.927322700456,1095.81431695041,709.634109205722,639.752285035306,399.90915337557
"C1","2","20012017",1507,"1450",259,1036.4,0.878,538,1035.8,NA,"02-02-2017 17:46:16",0.6494,2017-01-20 14:50:00,2017-01-17 15:20:00,3,0.6494,623.16,30,0,1.89125,1.01325,0.53575677461996,1.01325,0.517162179405385,30,0.6251,475.053781448814,308.49992567286,1570.86809839922,1018.13403487858,395.878151207345,257.08327139405
"C1","2","22012017",637,"0617",286,1035.8,0.654,389,1035.4,NA,"10-02-2017 17:52:30",0.651,2017-01-22 06:17:00,2017-01-17 15:20:00,4.6,0.6404,623.16,30,0,1.66725,1.01325,0.607737291947818,1.01325,0.53575677461996,30,0.6494,351.387126271924,225.02831566454,1922.25522467115,1243.16235054312,219.616953919952,140.642697290338
"C1","2","24012017",1004,"0923",310,1035.3,0.444,270,1035,NA,"03-02-2017 10:05:42",0.6447,2017-01-24 09:23:00,2017-01-17 15:20:00,6.8,0.635,623.16,30,0,1.45725,1.01325,0.695316520844056,1.01325,0.607737291947818,30,0.6404,236.737026048092,150.328011540538,2158.99225071924,1393.49036208366,107.607739112769,68.3309143366083
"C1","2","28012017",1855,"1822",337,1035,0.166,290,1034.7,NA,"09-02-2017 12:13:54",0.6286,2017-01-28 18:22:00,2017-01-17 15:20:00,11.1,0.618,623.16,30,0,1.17925,1.01325,0.859232563069748,1.01325,0.695316520844056,30,0.635,84.7801495712616,52.3941324350397,2243.7724002905,1445.8844945187,19.7163138537818,12.1846819616371
"C1","2","01022017",1010,"1013",352,1034.7,0.234,142,1034.5,NA,"20-02-2017 13:57:20",0.62,2017-02-01 10:13:00,2017-01-17 15:20:00,14.8,0.62,623.16,30,0,1.24725,1.01325,0.8123872519543,1.01325,0.859232563069748,30,0.618,126.323703199456,78.3206959836628,2370.09610348996,1524.20519050236,34.1415414052584,21.1677556712602
"C1","2","06022017",1717,"1701",376,1034.5,0.267,156,1034.4,NA,"08-02-2017 15:15:19",0.6287,2017-02-06 17:01:00,2017-01-17 15:20:00,20.1,0.6173,623.16,30,0,1.28025,1.01325,0.791446983011131,1.01325,0.8123872519543,30,0.62,143.501498237864,88.5834748622332,2513.59760172782,1612.7886653646,27.0757543845026,16.7138631815534
"C1","2","17022017",1753,"1707",415,1034.3,0.234,140,1034.1,"Ask Jinmi about pres.init","27-02-2017 13:42:36",0.615,2017-02-17 17:07:00,2017-01-17 15:20:00,31.1,0.615,623.16,30,0,1.24725,1.01325,0.8123872519543,1.01325,0.791446983011131,30,0.6173,124.723868993986,76.7051794313012,2638.3214707218,1689.4938447959,11.3385335449078,6.97319813011829
"C2","2","17012017",1520,"1520",192,1022.1,0,0,1022.1,NA,NA,NA,2017-01-17 15:20:00,2017-01-17 15:20:00,0,0,639.24,30,0,1.01325,1.01325,1,1.01325,1,20,0,-30.0690217267378,0,-30.0690217267378,0,NA,NA
"C2","2","18012017",1557,"1527",215,1022.1,1.082,690,1021.3,NA,"17-02-2017 11:57:55",0.633,2017-01-18 15:27:00,2017-01-17 15:20:00,1,0.6239,639.24,30,0,2.09525,1.01325,0.4835938432168,1.01325,1,30,0,614.942879493046,383.662862515711,584.873857766308,383.662862515711,614.942879493046,383.662862515711
"C2","2","19012017",1132,"1103",242,1021.3,0.971,618,1020.6,NA,"06-02-2017 12:52:47",0.6317,2017-01-19 11:03:00,2017-01-17 15:20:00,1.8,0.6207,639.24,30,0,1.98425,1.01325,0.510646339926925,1.01325,0.4835938432168,30,0.6239,539.354866983502,334.77756593666,1124.22872474981,718.440428452371,674.193583729378,418.471957420825
"C2","2","20012017",1509,"1450",260,1020.6,0.901,575,1020,NA,"02-02-2017 18:04:21",0.6475,2017-01-20 14:50:00,2017-01-17 15:20:00,3,0.6475,639.24,30,0,1.91425,1.01325,0.529319576857777,1.01325,0.510646339926925,30,0.6207,500.226097177478,323.896397922417,1624.45482192729,1042.33682637479,416.855080981231,269.913664935347
"C2","2","22012017",639,"0617",287,1020,0.683,420,1019.5,NA,"10-02-2017 18:09:50",0.6513,2017-01-22 06:17:00,2017-01-17 15:20:00,4.6,0.6407,639.24,30,0,1.69625,1.01325,0.597347089167281,1.01325,0.529319576857777,30,0.6475,376.780292251369,241.403133245452,2001.23511417866,1283.73995962024,235.487682657106,150.876958278408
"C2","2","24012017",1009,"0923",311,1019.5,0.444,275,1019.2,NA,"03-02-2017 11:52:03",0.6461,2017-01-24 09:23:00,2017-01-17 15:20:00,6.8,0.6364,639.24,30,0,1.45725,1.01325,0.695316520844056,1.01325,0.597347089167281,30,0.6407,242.594229420845,154.386967603426,2243.8293435995,1438.12692722367,110.270104282202,70.1758943651935
"C2","2","28012017",1858,"1822",338,1019.2,0.495,310,1018.9,"mass.init originally entered as 1018.2. Must be mistake.","09-02-2017 11:39:14",0.6423,2017-01-28 18:22:00,2017-01-17 15:20:00,11.1,0.6318,639.24,30,0,1.50825,1.01325,0.671805072103431,1.01325,0.695316520844056,30,0.6364,273.951403573677,173.082496777849,2517.78074717318,1611.20942400152,63.7096287380644,40.2517434367091
